IdCliente;Ciudad;Antiguedad;PlanInternacional;BuzonDeVoz;PromMinUsadosDia;PromNumLlamadasDia;PromMinUsadosTarde;PromNumLlamadasTarde;PromMinUsadosNoche;PromNumLlamadasNoche;TotalMinsIntnl;TotalLlamadasIntnl;TotalLlamadasCallCenter;Estado
922;VA;133;No;No;171.8;64;177.1;83;223.0;96;10.3;10.3;1;Vinculado
923;MD;102;No;No;271.1;80;172.0;133;169.2;105;10.3;10.3;1;Vinculado
924;MT;117;No;No;233.4;71;296.4;76;276.9;103;10.3;10.3;0;Retirado
925;WA;96;No;No;276.9;105;246.9;94;254.4;107;10.3;10.3;1;Retirado
926;DE;112;No;No;101.1;119;214.4;67;179.5;112;10.3;10.3;2;Vinculado
927;OH;135;No;No;218.8;123;242.8;64;85.8;80;10.3;10.3;4;Vinculado
928;MI;158;No;No;195.9;103;89.1;95;302.2;82;10.3;10.3;1;Vinculado
929;WY;159;No;No;167.4;68;143.8;74;140.1;111;10.3;10.3;0;Retirado
930;IL;86;Si;No;266.1;120;182.0;92;206.5;103;10.3;10.3;1;Vinculado
931;ME;165;No;No;150.5;75;193.1;93;311.6;93;10.3;10.3;1;Vinculado
932;MN;93;No;No;172.0;80;219.1;76;169.8;108;10.3;10.3;0;Vinculado
933;NV;138;No;No;180.5;82;242.4;103;244.4;89;10.3;10.3;2;Vinculado
934;MI;110;No;No;94.1;127;283.0;97;168.7;69;10.3;10.3;2;Vinculado
935;AR;113;Si;No;122.2;112;131.7;94;169.5;106;10.3;10.3;5;Retirado
936;AL;89;No;No;129.2;71;214.1;68;214.9;100;10.3;10.3;5;Retirado
937;NC;103;;No;263.4;118;179.1;69;214.7;112;10.3;10.3;0;Vinculado
938;NV;77;No;No;239.2;114;150.0;115;160.8;81;10.3;10.3;5;Vinculado
939;HI;171;No;No;189.8;122;173.7;85;257.1;84;10.3;10.3;0;Vinculado
940;NC;111;No;No;224.9;117;191.9;127;229.9;97;10.3;10.3;0;Vinculado
941;NH;35;No;No;138.1;115;158.2;82;215.7;118;10.3;10.3;5;Retirado
942;NE;96;No;No;180.6;92;190.9;114;295.6;125;10.3;10.3;1;Retirado
943;VT;68;No;No;158.8;119;211.8;105;198.1;101;10.3;10.3;1;Vinculado
944;IA;82;No;No;183.6;111;303.5;88;189.8;115;10.3;10.3;0;Vinculado
945;NC;135;No;No;201.8;81;225.0;114;204.4;82;10.3;10.3;1;Vinculado
946;VA;84;No;No;130.2;105;278.0;60;305.4;74;14.0;14.0;2;Vinculado
947;ID;109;No;No;195.4;104;204.9;91;230.2;95;14.0;14.0;0;Vinculado
948;TN;104;No;No;142.6;88;85.4;96;246.4;80;14.0;14.0;1;Vinculado
949;ND;120;No;No;177.2;88;270.4;99;231.5;90;14.0;14.0;2;Vinculado
950;AL;95;No;No;190.2;119;157.1;70;181.5;120;14.0;14.0;0;Vinculado
951;NY;116;No;No;89.5;128;180.8;137;193.1;94;14.0;14.0;2;Vinculado
952;AZ;100;No;No;78.7;98;225.6;102;150.4;106;14.0;14.0;0;Vinculado
953;WY;34;No;No;128.8;80;208.7;93;202.1;103;14.0;14.0;1;Vinculado
954;NV;143;No;No;209.1;127;106.1;80;179.6;90;14.0;14.0;0;Vinculado
955;AR;138;No;No;146.5;101;284.5;142;176.0;98;14.0;14.0;3;Vinculado
956;LA;96;No;No;102.1;74;93.7;88;236.2;125;14.0;14.0;1;Vinculado
957;WV;100;No;No;239.1;96;180.1;110;259.2;112;14.0;14.0;0;Vinculado
958;FL;79;No;No;130.2;119;290.9;121;194.8;140;14.0;14.0;3;Vinculado
959;UT;95;No;No;157.9;103;259.6;90;230.0;117;14.0;14.0;0;Vinculado
960;OR;28;No;No;171.2;90;173.9;65;210.5;139;14.0;14.0;2;Vinculado
961;AZ;124;No;No;253.5;104;117.9;123;248.5;104;14.0;14.0;0;Vinculado
962;VT;42;No;No;217.2;122;303.2;58;147.3;114;14.0;14.0;2;Vinculado
963;HI;108;No;No;291.6;99;221.1;93;229.2;110;14.0;14.0;2;Retirado
964;TN;120;No;No;185.7;133;235.1;149;256.4;78;16.9;16.9;0;Vinculado
965;SC;137;;No;109.8;112;223.5;88;247.5;96;17.8;17.8;1;Vinculado
966;OK;172;No;No;203.9;109;234.0;123;160.7;65;17.8;17.8;4;Vinculado
967;IL;98;Si;No;158.4;71;306.6;66;144.2;93;2.1;2.1;1;Vinculado
968;NH;123;No;No;224.0;99;210.7;80;231.9;75;2.1;2.1;0;Vinculado
969;CA;82;No;No;199.3;112;193.4;120;254.4;117;7.0;7.0;0;Vinculado
970;NY;61;No;No;197.7;118;152.2;96;221.0;93;7.0;7.0;2;Vinculado
971;LA;57;No;No;198.1;89;214.2;105;109.5;106;7.0;7.0;1;Vinculado
972;NM;118;No;No;205.2;115;184.8;137;176.1;115;7.0;7.0;0;Vinculado
973;WA;71;No;No;141.2;132;149.1;90;171.4;72;7.0;7.0;2;Vinculado
974;NE;135;No;No;181.8;92;159.6;63;232.4;78;7.0;7.0;0;Vinculado
975;MT;42;No;No;150.7;52;246.7;96;103.8;118;7.0;7.0;2;Vinculado
976;TN;1;No;No;196.1;107;296.5;82;211.5;91;7.0;7.0;1;Vinculado
977;NY;93;No;No;162.9;103;243.6;97;172.4;111;7.0;7.0;4;Vinculado
978;WA;55;No;No;194.1;121;176.6;110;302.8;136;7.0;7.0;2;Vinculado
979;RI;36;No;No;235.1;97;196.8;104;259.7;110;7.0;7.0;3;Vinculado
980;KS;67;No;No;201.4;101;97.6;122;202.5;119;7.0;7.0;0;Vinculado
981;NE;31;No;No;97.5;129;260.4;78;88.7;100;7.0;7.0;1;Vinculado
982;IN;60;No;No;136.4;147;219.9;101;99.7;73;7.0;7.0;0;Vinculado
983;TX;52;No;No;155.0;110;133.4;104;176.1;84;7.0;7.0;4;Retirado
984;MA;51;No;No;183.1;99;160.1;107;311.8;121;7.0;7.0;1;Vinculado
985;UT;201;No;No;212.7;72;225.2;90;195.1;99;7.0;7.0;1;Vinculado
986;MS;132;Si;No;144.3;70;231.5;125;304.3;137;7.0;7.0;1;Retirado
987;OH;133;Si;No;254.7;103;252.2;80;178.1;103;8.0;8.0;0;Retirado
988;CO;141;No;No;126.9;98;180.0;62;140.8;128;8.0;8.0;1;Vinculado
989;RI;90;No;No;190.0;98;196.1;111;216.4;58;8.0;8.0;2;Vinculado
990;MD;125;No;No;224.9;102;143.8;87;198.9;105;8.0;8.0;0;Vinculado
991;IN;65;No;No;207.7;109;217.5;117;125.6;111;8.0;8.0;1;Vinculado
992;IN;84;No;No;163.7;123;175.0;93;194.0;115;8.0;8.0;1;Vinculado
993;KS;126;;No;321.3;99;167.9;93;193.6;106;8.0;8.0;1;Retirado
994;WV;177;No;No;227.8;81;161.8;97;217.0;106;8.0;8.0;1;Vinculado
995;AZ;43;No;No;179.3;97;252.7;126;227.5;114;8.0;8.0;0;Vinculado
996;PA;88;No;No;218.2;76;169.3;60;141.1;99;8.0;8.0;1;Vinculado
997;NJ;163;No;No;82.0;95;125.2;103;171.3;107;8.0;8.0;1;Vinculado
998;KS;110;No;No;208.0;69;95.1;94;178.5;129;8.0;8.0;1;Vinculado
999;NM;147;No;No;248.6;83;148.9;85;172.5;109;8.0;8.0;3;Vinculado
1000;IL;116;No;No;164.6;110;270.6;103;230.4;109;8.0;8.0;0;Vinculado
